bettor_archetype,defender_archetype,hand,avg_ev_bb,n_boards_used
TAG,LAG,K3s,1.767465407885132,8
TAG,LAG,A3o,1.7254894726098455,8
TAG,LAG,Q6s,1.6815539727885387,8
TAG,LAG,QJo,1.7254894726098455,8
TAG,LAG,33,1.8414131857533875,8
TAG,LAG,Q3s,1.6825853225496021,8
TAG,LAG,J7s,1.7287382243571958,8
TAG,LAG,Q6o,1.6739219845566686,8
TAG,LAG,Q7s,1.7782430128882458,8
TAG,LAG,J5s,1.8173827363206072,8
TAG,LAG,J6s,1.69001104082926,8
TAG,LAG,T9o,1.6325648591380202,8
TAG,LAG,Q7o,1.7201780213403683,8
TAG,LAG,A2o,1.9187128503451003,8
TAG,LAG,K5o,1.85719283709766,8
TAG,LAG,K3o,1.8682282795410399,8
TAG,LAG,Q8o,1.6223544965034913,8
TAG,LAG,T7s,1.7836575991338295,8
TAG,LAG,J8o,1.635349503492892,8
TAG,LAG,97s,1.6902688782695259,8
TAG,LAG,T8s,1.6790787333619863,8
TAG,LAG,Q4s,1.7383813446231398,8
TAG,LAG,J4s,1.6882577462354518,8
TAG,LAG,J3s,1.6299864847353618,8
TAG,LAG,96s,1.6929503876482912,8
TAG,LAG,J7o,1.668507398311085,8
TAG,LAG,Q5o,1.7457039279266908,8
TAG,LAG,J4o,1.5707870084503144,8
TAG,LAG,98s,1.6939817374093544,8
TAG,LAG,T9s,1.7424036086912877,8
TAG,LAG,K2o,1.8446103700126848,8
TAG,LAG,Q4o,1.6223544965034913,8
TAG,LAG,22,1.7770569606630229,8
TAG,LAG,98o,1.6311725369605847,8
TAG,LAG,Q2s,1.7462196028072228,8
TAG,LAG,T8o,1.6223544965034913,8
TAG,LAG,Q3o,1.7254894726098455,8
TAG,LAG,J6o,1.6739219845566686,8
TAG,LAG,J5o,1.757358180226709,8
TAG,LAG,J2s,1.6967148142761728,8
TAG,LAG,T4s,1.7411659889780113,8
TAG,LAG,T3s,1.6808320279557942,8
TAG,LAG,97o,1.6304505921278403,8
TAG,LAG,87s,1.729099196773568,8
TAG,LAG,96o,1.682740025013762,8
TAG,LAG,T4o,1.6223544965034913,8
TAG,LAG,T5s,1.8055222140683767,8
TAG,LAG,T6s,1.6814508378124324,8
TAG,LAG,85s,1.8273868290029236,8
TAG,LAG,J3o,1.6739219845566682,8
TAG,LAG,76s,1.8091835057201524,8
TAG,LAG,95s,1.816918628928129,8
TAG,LAG,T7o,1.7230142331832932,8
TAG,LAG,T2s,1.7470446826160737,8
TAG,LAG,T5o,1.743641228404564,8
TAG,LAG,93s,1.6907329856620041,8
TAG,LAG,95o,1.751788891516966,8
TAG,LAG,75s,1.8500765237463217,8
TAG,LAG,Q2o,1.7254894726098455,8
TAG,LAG,87o,1.6680948584066595,8
TAG,LAG,86s,1.6994994586310446,8
TAG,LAG,94s,1.7484370047935096,8
TAG,LAG,85o,1.7603490945337934,8
TAG,LAG,92s,1.7596271497010494,8
TAG,LAG,T3o,1.7254894726098455,8
TAG,LAG,86o,1.6739219845566686,8
TAG,LAG,T6o,1.7254894726098455,8
TAG,LAG,93o,1.7254894726098455,8
TAG,LAG,J2o,1.7254894726098455,8
TAG,LAG,65s,1.823055160006457,8
TAG,LAG,76o,1.75704877529839,8
TAG,LAG,74s,1.784379543966574,8
TAG,LAG,73s,1.724973797729314,8
TAG,LAG,83s,1.632667994114127,8
TAG,LAG,84o,1.5707870084503144,8
TAG,LAG,T2o,1.7254894726098455,8
TAG,LAG,84s,1.691248660542536,8
TAG,LAG,54s,1.8433727502994088,8
TAG,LAG,53s,1.7799447399940007,8
TAG,LAG,75o,1.790825479973221,8
TAG,LAG,64s,1.7615867142470694,8
TAG,LAG,92o,1.7863391085125948,8
TAG,LAG,82s,1.717651214425763,8
TAG,LAG,74o,1.6668572386933835,8
TAG,LAG,64o,1.6467974858406973,8
TAG,LAG,43s,1.6890828260443027,8
TAG,LAG,82o,1.7254894726098455,8
TAG,LAG,94o,1.6312756719366912,8
TAG,LAG,65o,1.75704877529839,8
TAG,LAG,73o,1.7714361044652263,8
TAG,LAG,72s,1.7938163942803054,8
TAG,LAG,63s,1.6991900537027254,8
TAG,LAG,53o,1.8791605870083132,8
TAG,LAG,32s,1.7807698198028517,8
TAG,LAG,83o,1.6739219845566682,8
TAG,LAG,62s,1.8450229099171103,8
TAG,LAG,42s,1.7486948422337756,8
TAG,LAG,52s,1.8375971916374527,8
TAG,LAG,62o,1.8055222140683762,8
TAG,LAG,72o,1.823158294982563,8
TAG,LAG,54o,1.815938846655118,8
TAG,LAG,63o,1.741887933810756,8
TAG,LAG,32o,1.7254894726098455,8
TAG,LAG,52o,1.849045173985258,8
TAG,LAG,42o,1.7770569606630224,8
TAG,LAG,43o,1.7254894726098455,8
TAG,Loose-passive,AA,2.1376060116629567,8
TAG,Loose-passive,KK,2.1745893447878437,8
TAG,Loose-passive,QQ,1.899522058385724,8
TAG,Loose-passive,JJ,1.9630590650508466,8
TAG,Loose-passive,TT,1.83124974650688,8
TAG,Loose-passive,99,1.7704700061687346,8
TAG,Loose-passive,88,1.9050965316120037,8
TAG,Loose-passive,AKs,1.9843979087987555,8
TAG,Loose-passive,77,1.814106742821762,8
TAG,Loose-passive,AKo,1.9804418310252667,8
TAG,Loose-passive,AJo,1.9179238140896793,8
TAG,Loose-passive,AQo,1.9083333225175854,8
TAG,Loose-passive,AQs,1.8927487737129327,8
TAG,Loose-passive,A9o,1.829391588764787,8
TAG,Loose-passive,A7o,1.9451967744978216,8
TAG,Loose-passive,KJs,1.8898116856689788,8
TAG,Loose-passive,QJs,1.8484526907643235,8
TAG,Loose-passive,A7s,1.9462757047996824,8
TAG,Loose-passive,A9s,1.8907107942538626,8
TAG,Loose-passive,KTo,1.9460359425103797,8
TAG,Loose-passive,A8o,1.8309500436452522,8
TAG,Loose-passive,AJs,1.8831582821408386,8
TAG,Loose-passive,ATs,1.8932282982915374,8
TAG,Loose-passive,K9s,1.9508911288687523,8
TAG,Loose-passive,55,2.118245206801792,8
TAG,Loose-passive,66,1.817463414871995,8
TAG,Loose-passive,KQs,1.8976639006436309,8
TAG,Loose-passive,A8s,1.8332877259659501,8
TAG,Loose-passive,ATo,1.9147469637564232,8
TAG,Loose-passive,A5s,1.9783439109938712,8
TAG,Loose-passive,QTs,2.023838805388992,8
TAG,Loose-passive,K8s,1.8814799461157223,8
TAG,Loose-passive,KTs,1.9444175470575888,8
TAG,Loose-passive,A4s,1.9805017715975926,8
TAG,Loose-passive,KJo,2.006995504565502,8
TAG,Loose-passive,K5s,1.9739682492141033,8
TAG,Loose-passive,A6s,1.8322687362364152,8
TAG,Loose-passive,K9o,1.8934081200085142,8
TAG,Loose-passive,A3s,1.832988023104322,8
TAG,Loose-passive,44,1.851030135374324,8
TAG,Loose-passive,KQo,1.9330887788880529,8
TAG,Loose-passive,K7s,1.997285131848757,8
TAG,Loose-passive,Q8s,1.8468342953115329,8
TAG,Loose-passive,A5o,1.9841581465094533,8
TAG,Loose-passive,Q5s,1.9874548779873606,8
TAG,Loose-passive,A4o,1.92104072385061,8
TAG,Loose-passive,Q9o,1.7690314324329206,8
TAG,Loose-passive,QTo,1.931350502290611,8
TAG,Loose-passive,Q9s,1.9218199512908423,8
TAG,Loose-passive,A6o,1.9522697620322407,8
TAG,Loose-passive,A2s,2.0081343754396883,8
TAG,Loose-passive,JTs,1.8481529879026957,8
TAG,Loose-passive,K4o,1.883997450153397,8
TAG,Loose-passive,K6s,1.9247570393347964,8
TAG,Loose-passive,K8o,1.8824389952729317,8
TAG,Loose-passive,K7o,1.9953070929620125,8
TAG,Loose-passive,J9o,1.8274734904503682,8
TAG,Loose-passive,J8s,1.8679333767701396,8
TAG,Loose-passive,JTo,1.8131476936645528,8
TAG,Loose-passive,K4s,1.9199617935487492,8
TAG,Loose-passive,K2s,2.0123901560748045,8
TAG,Loose-passive,K6o,1.9634786490571254,8
TAG,Loose-passive,J9s,1.9015000972724683,8
TAG,Loose-passive,K3s,1.9240377524668892,8
TAG,Loose-passive,A3o,1.8774039871975823,8
TAG,Loose-passive,Q6s,1.84959156163851,8
TAG,Loose-passive,QJo,1.8774039871975823,8
TAG,Loose-passive,33,2.013109442942712,8
TAG,Loose-passive,Q3s,1.8485126313366493,8
TAG,Loose-passive,J7s,1.9030585521529337,8
TAG,Loose-passive,Q6o,1.817463414871995,8
TAG,Loose-passive,Q7s,1.9630590650508466,8
TAG,Loose-passive,J5s,2.007475029144107,8
TAG,Loose-passive,J6s,1.8618194383929296,8
TAG,Loose-passive,T9o,1.7704700061687346,8
TAG,Loose-passive,Q7o,1.8717695733989772,8
TAG,Loose-passive,A2o,2.0955277298903945,8
TAG,Loose-passive,K5o,2.0346880489799233,8
TAG,Loose-passive,K3o,2.041761036514343,8
TAG,Loose-passive,Q8o,1.7575228425464078,8
TAG,Loose-passive,T7s,1.9679142514092192,8
TAG,Loose-passive,J8o,1.7757447765333865,8
TAG,Loose-passive,97s,1.8654158727324648,8
TAG,Loose-passive,T8s,1.8486325124813003,8
TAG,Loose-passive,Q4s,1.9076140356496782,8
TAG,Loose-passive,J4s,1.8503108485064168,8
TAG,Loose-passive,J3s,1.7915690876273414,8
TAG,Loose-passive,96s,1.863078190411767,8
TAG,Loose-passive,J7o,1.8106901301992038,8
TAG,Loose-passive,Q5o,1.8994621178133984,8
TAG,Loose-passive,J4o,1.7000997742584951,8
TAG,Loose-passive,98s,1.8655956944494416,8
TAG,Loose-passive,T9s,1.92158018900154,8
TAG,Loose-passive,K2o,2.0222204099362013,8
TAG,Loose-passive,Q4o,1.7575228425464078,8
TAG,Loose-passive,22,1.9373445595231695,8
TAG,Loose-passive,98o,1.7738266782189676,8
TAG,Loose-passive,Q2s,1.9048567693227012,8
TAG,Loose-passive,T8o,1.7575228425464078,8
TAG,Loose-passive,Q3o,1.8774039871975823,8
TAG,Loose-passive,J6o,1.817463414871995,8
TAG,Loose-passive,J5o,1.9186431009575864,8
TAG,Loose-passive,J2s,1.8493517993492075,8
TAG,Loose-passive,T4s,1.906654986492469,8
TAG,Loose-passive,T3s,1.8493517993492075,8
TAG,Loose-passive,97o,1.7728676290617582,8
TAG,Loose-passive,87s,1.9017398595617707,8
TAG,Loose-passive,96o,1.832148855091764,8
TAG,Loose-passive,T4o,1.7575228425464078,8
TAG,Loose-passive,T5s,1.9909314311822446,8
TAG,Loose-passive,T6s,1.8461150084436257,8
TAG,Loose-passive,85s,2.0119106314962,8
TAG,Loose-passive,J3o,1.8198610377650186,8
TAG,Loose-passive,76s,1.9993830518801525,8
TAG,Loose-passive,95s,2.0068156828485253,8
TAG,Loose-passive,T7o,1.8738075528580471,8
TAG,Loose-passive,T2s,1.9048567693227012,8
TAG,Loose-passive,T5o,1.9015000972724683,8
TAG,Loose-passive,93s,1.864097180141302,8
TAG,Loose-passive,95o,1.9164852403538652,8
TAG,Loose-passive,75s,2.048714142904111,8
TAG,Loose-passive,Q2o,1.8774039871975823,8
TAG,Loose-passive,87o,1.812548287941297,8
TAG,Loose-passive,86s,1.8648164670092091,8
TAG,Loose-passive,94s,1.9231985844543311,8
TAG,Loose-passive,85o,1.917684051800377,8
TAG,Loose-passive,92s,1.9243973959008427,8
TAG,Loose-passive,T3o,1.8774039871975823,8
TAG,Loose-passive,86o,1.817463414871995,8
TAG,Loose-passive,T6o,1.8774039871975823,8
TAG,Loose-passive,93o,1.8774039871975823,8
TAG,Loose-passive,J2o,1.8814799461157221,8
TAG,Loose-passive,65s,2.0057966931189903,8
TAG,Loose-passive,76o,1.9065351053478177,8
TAG,Loose-passive,74s,1.9659362125224746,8
TAG,Loose-passive,73s,1.9041374824547943,8
TAG,Loose-passive,83s,1.7910895630487367,8
TAG,Loose-passive,84o,1.6975822702208205,8
TAG,Loose-passive,T2o,1.8774039871975823,8
TAG,Loose-passive,84s,1.84959156163851,8
TAG,Loose-passive,54s,2.0326500695208534,8
TAG,Loose-passive,53s,1.9564056615227063,8
TAG,Loose-passive,75o,1.9547273254975899,8
TAG,Loose-passive,64s,1.9422596864538677,8
TAG,Loose-passive,92o,1.9516104157366592,8
TAG,Loose-passive,82s,1.873687671713396,8
TAG,Loose-passive,74o,1.8121886445073434,8
TAG,Loose-passive,64o,1.7877328909985037,8
TAG,Loose-passive,43s,1.851749422242231,8
TAG,Loose-passive,82o,1.8774039871975823,8
TAG,Loose-passive,94o,1.7716088770429208,8
TAG,Loose-passive,65o,1.9180436952343305,8
TAG,Loose-passive,73o,1.9315303240075876,8
TAG,Loose-passive,72s,1.960361739296195,8
TAG,Loose-passive,63s,1.8676936144808371,8
TAG,Loose-passive,53o,2.081201933104579,8
TAG,Loose-passive,32s,1.9386632521143325,8
TAG,Loose-passive,83o,1.817463414871995,8
TAG,Loose-passive,62s,2.021621004212945,8
TAG,Loose-passive,42s,1.9052164127566549,8
TAG,Loose-passive,52s,2.0129895617980607,8
TAG,Loose-passive,62o,1.9701919931575913,8
TAG,Loose-passive,72o,1.9903320254589887,8
TAG,Loose-passive,54o,1.9821801076227088,8
TAG,Loose-passive,63o,1.8962253269078166,8
TAG,Loose-passive,32o,1.8774039871975823,8
TAG,Loose-passive,52o,2.026296368854341,8
TAG,Loose-passive,42o,1.9373445595231695,8
TAG,Loose-passive,43o,1.8774039871975823,8
TAG,Station,AA,3.0646328151112048,8
TAG,Station,KK,3.1535278725788403,8
TAG,Station,QQ,2.51308633312558,8
TAG,Station,JJ,2.5144609989627082,8
TAG,Station,TT,2.3068864575563213,8
TAG,Station,99,2.1264997515953623,8
TAG,Station,88,2.3142180086876727,8
TAG,Station,AKs,2.6343624080900176,8
TAG,Station,77,2.05180957444472,8
TAG,Station,AKo,2.653913211106955,8
TAG,Station,AJo,2.51308633312558,8
TAG,Station,AQo,2.403418547452448,8
TAG,Station,AQs,2.3287283703018056,8
TAG,Station,A9o,2.1741548339491463,8
TAG,Station,A7o,2.4417564502434734,8
TAG,Station,KJs,2.4209837220379775,8
TAG,Station,QJs,2.201189928746005,8
TAG,Station,A7s,2.4403817844063447,8
TAG,Station,A9s,2.328270148356096,8
TAG,Station,KTo,2.54745297905379,8
TAG,Station,A8o,2.2360147966199238,8
TAG,Station,AJs,2.532331654845377,8
TAG,Station,ATs,2.3249098540875597,8
TAG,Station,K9s,2.5534098643480125,8
TAG,Station,55,2.8753871515331957,8
TAG,Station,66,2.0832741480501027,8
TAG,Station,KQs,2.3705793080099364,8
TAG,Station,A8s,2.2277668015971535,8
TAG,Station,ATo,2.4382434153263675,8
TAG,Station,A5s,2.5732661486620896,8
TAG,Station,QTs,2.5873182883305126,8
TAG,Station,K8s,2.301540534856377,8
TAG,Station,KTs,2.46176547520612,8
TAG,Station,A4s,2.5604359341822245,8
TAG,Station,KJo,2.6617029841840156,8
TAG,Station,K5s,2.494757455297201,8
TAG,Station,A6s,2.1824028289719166,8
TAG,Station,K9o,2.417928909066581,8
TAG,Station,A3s,2.1810281631347883,8
TAG,Station,44,2.172780168112018,8
TAG,Station,KQo,2.481010796925917,8
TAG,Station,K7s,2.550355051376616,8
TAG,Station,Q8s,2.1469669985037183,8
TAG,Station,A5o,2.5763209616334857,8
TAG,Station,Q5s,2.5283603979825617,8
TAG,Station,A4o,2.3988363279953537,8
TAG,Station,Q9o,2.037910175424866,8
TAG,Station,QTo,2.442825634783462,8
TAG,Station,Q9s,2.4012801783724704,8
TAG,Station,A6o,2.4894115325972574,8
TAG,Station,A2s,2.63268226095575,8
TAG,Station,JTs,2.1631575072521194,8
TAG,Station,K4o,2.241207978671298,8
TAG,Station,K6s,2.398530846698214,8
TAG,Station,K8o,2.31620363711908,8
TAG,Station,K7o,2.5474529790537894,8
TAG,Station,J9o,2.3100940111762873,8
TAG,Station,J8s,2.1733911307062974,8
TAG,Station,JTo,2.095035177989979,8
TAG,Station,K4s,2.3514867269387087,8
TAG,Station,K2s,2.5584503057508168,8
TAG,Station,K6o,2.4498517046176738,8
TAG,Station,J9s,2.456419552506176,8
TAG,Station,K3s,2.3858533728669187,8
TAG,Station,A3o,2.2360147966199238,8
TAG,Station,Q6s,2.1422320383980535,8
TAG,Station,QJo,2.2430408664541357,8
TAG,Station,33,2.6224486375015723,8
TAG,Station,Q3s,2.1407046319123553,8
TAG,Station,J7s,2.242277163211287,8
TAG,Station,Q6o,2.0832741480501027,8
TAG,Station,Q7s,2.41013913598952,8
TAG,Station,J5s,2.5451618693252422,8
TAG,Station,J6s,2.1631575072521194,8
TAG,Station,T9o,2.0486020208247533,8
TAG,Station,Q7o,2.2004262255031555,8
TAG,Station,A2o,2.889897513147329,8
TAG,Station,K5o,2.6542186924040947,8
TAG,Station,K3o,2.6916401513037007,8
TAG,Station,Q8o,1.9465712675801126,8
TAG,Station,T7s,2.416248761932313,8
TAG,Station,J8o,1.96612207059705,8
TAG,Station,97s,2.254649155745442,8
TAG,Station,T8s,2.149869070826545,8
TAG,Station,Q4s,2.2995549064249694,8
TAG,Station,J4s,2.176140462380554,8
TAG,Station,J3s,2.0093476741423095,8
TAG,Station,96s,2.261064262985375,8
TAG,Station,J7o,2.040659507099123,8
TAG,Station,Q5o,2.310552233121997,8
TAG,Station,J4o,1.8034532798701903,8
TAG,Station,98s,2.2699232206024242,8
TAG,Station,T9s,2.4029603255067387,8
TAG,Station,K2o,2.5923587297333173,8
TAG,Station,Q4o,1.9305334994802814,8
TAG,Station,22,2.3887554451897453,8
TAG,Station,98o,2.056544534550384,8
TAG,Station,Q2s,2.2882520984308026,8
TAG,Station,T8o,1.9363376441259348,8
TAG,Station,Q3o,2.236014796619924,8
TAG,Station,J6o,2.0832741480501027,8
TAG,Station,J5o,2.3363654027302965,8
TAG,Station,J2s,2.147730701746567,8
TAG,Station,T4s,2.3004713503163883,8
TAG,Station,T3s,2.1358169311581214,8
TAG,Station,97o,2.0534897215789876,8
TAG,Station,87s,2.2465539013712417,8
TAG,Station,96o,2.2056194075545297,8
TAG,Station,T4o,1.9305334994802814,8
TAG,Station,T5s,2.5210288468512108,8
TAG,Station,T6s,2.1391772254266574,8
TAG,Station,85s,2.6047307222674725,8
TAG,Station,J3o,2.1025194697699003,8
TAG,Station,76s,2.519195959068372,8
TAG,Station,95s,2.637875443007123,8
TAG,Station,T7o,2.2082159985802168,8
TAG,Station,T2s,2.274505440059519,8
TAG,Station,T5o,2.3178837842533486,8
TAG,Station,93s,2.2664101856853183,8
TAG,Station,95o,2.437632452732088,8
TAG,Station,75s,2.6326822609557494,8
TAG,Station,Q2o,2.236014796619924,8
TAG,Station,87o,2.0484492801761838,8
TAG,Station,86s,2.158117065849315,8
TAG,Station,94s,2.424038535009374,8
TAG,Station,85o,2.3414058441331007,8
TAG,Station,92s,2.391657517512572,8
TAG,Station,T3o,2.236014796619924,8
TAG,Station,86o,2.0896892552900352,8
TAG,Station,T6o,2.236014796619924,8
TAG,Station,93o,2.236014796619924,8
TAG,Station,J2o,2.2595368564996767,8
TAG,Station,65s,2.5405796498681474,8
TAG,Station,76o,2.349653839155871,8
TAG,Station,74s,2.425871422792212,8
TAG,Station,73s,2.254954637042582,8
TAG,Station,83s,2.037757434776296,8
TAG,Station,84o,1.7820695890704152,8
TAG,Station,T2o,2.236014796619924,8
TAG,Station,84s,2.1507855147179633,8
TAG,Station,54s,2.6111458295074046,8
TAG,Station,53s,2.4299954203035967,8
TAG,Station,75o,2.42739882927791,8
TAG,Station,64s,2.389671889081164,8
TAG,Station,92o,2.5056020413456586,8
TAG,Station,82s,2.2115762928487523,8
TAG,Station,74o,2.0437143200705195,8
TAG,Station,64o,2.020039519542197,8
TAG,Station,43s,2.1498690708265444,8
TAG,Station,82o,2.236014796619924,8
TAG,Station,94o,2.0467691330419155,8
TAG,Station,65o,2.3221605224133035,8
TAG,Station,73o,2.3510285049929993,8
TAG,Station,72s,2.3924212207554207,8
TAG,Station,63s,2.1822500883233467,8
TAG,Station,53o,2.7321164231747033,8
TAG,Station,32s,2.4174706871208715,8
TAG,Station,83o,2.0832741480501027,8
TAG,Station,62s,2.596482727244702,8
TAG,Station,42s,2.2815315098937305,8
TAG,Station,52s,2.6022868718903553,8
TAG,Station,62o,2.5005615999428548,8
TAG,Station,72o,2.5066712258856474,8
TAG,Station,54o,2.5201124029597914,8
TAG,Station,63o,2.293445280482177,8
TAG,Station,32o,2.236014796619924,8
TAG,Station,52o,2.619088343233036,8
TAG,Station,42o,2.3887554451897453,8
TAG,Station,43o,2.236014796619924,8
TAG,Maniac,AA,2.5356193907936504,8
TAG,Maniac,KK,2.6391212727521705,8
TAG,Maniac,QQ,2.166459218030864,8
TAG,Maniac,JJ,2.2222069719042095,8
TAG,Maniac,TT,2.0789445876486856,8
TAG,Maniac,99,1.9538495347299125,8
TAG,Maniac,88,2.0812284807310197,8
TAG,Maniac,AKs,2.2961220571143066,8
TAG,Maniac,77,1.9110784460971035,8
TAG,Maniac,AKo,2.2930076574565774,8
TAG,Maniac,AJo,2.202897694026291,8
TAG,Maniac,AQo,2.123480502754207,8
TAG,Maniac,AQs,2.094620399259254,8
TAG,Maniac,A9o,1.9883155576087779,8
TAG,Maniac,A7o,2.1808892697783415,8
TAG,Maniac,KJs,2.1078046911436386,8
TAG,Maniac,QJs,1.992052837198052,8
TAG,Maniac,A7s,2.1764252969355966,8
TAG,Maniac,A9s,2.0909869329919033,8
TAG,Maniac,KTo,2.216704865842222,8
TAG,Maniac,A8o,2.0258959801453718,8
TAG,Maniac,AJs,2.199990921012411,8
TAG,Maniac,ATs,2.0930631994303894,8
TAG,Maniac,K9s,2.220545958753421,8
TAG,Maniac,55,2.4728123310294525,8
TAG,Maniac,66,1.9282076442146119,8
TAG,Maniac,KQs,2.132304635117772,8
TAG,Maniac,A8s,2.020186247439536,8
TAG,Maniac,ATo,2.1604380453592555,8
TAG,Maniac,A5s,2.2684039001605205,8
TAG,Maniac,QTs,2.2720373664278704,8
TAG,Maniac,K8s,2.030256139666192,8
TAG,Maniac,KTs,2.1620990585100444,8
TAG,Maniac,A4s,2.2434887028986896,8
TAG,Maniac,KJo,2.2792004856406463,8
TAG,Maniac,K5s,2.1987451611493194,8
TAG,Maniac,A6s,1.9908070773349609,8
TAG,Maniac,K9o,2.1214042363157213,8
TAG,Maniac,A3s,1.9918452105542037,8
TAG,Maniac,44,1.98426683805373,8
TAG,Maniac,KQo,2.205596840396323,8
TAG,Maniac,K7s,2.195734574813515,8
TAG,Maniac,Q8s,1.9609088406207642,8
TAG,Maniac,A5o,2.2656009404685644,8
TAG,Maniac,Q5s,2.2429696362890685,8
TAG,Maniac,A4o,2.1374953012139866,8
TAG,Maniac,Q9o,1.8972712742811728,8
TAG,Maniac,QTo,2.1818235896756595,8
TAG,Maniac,Q9s,2.1335503949808636,8
TAG,Maniac,A6o,2.198122281217774,8
TAG,Maniac,A2s,2.2983021368747165,8
TAG,Maniac,JTs,1.9665147600046757,8
TAG,Maniac,K4o,1.9940252903146136,8
TAG,Maniac,K6s,2.098565305492377,8
TAG,Maniac,K8o,2.041987045043637,8
TAG,Maniac,K7o,2.200821427587805,8
TAG,Maniac,J9o,2.073234854942849,8
TAG,Maniac,J8s,1.9668261999704488,8
TAG,Maniac,JTo,1.9287267108242334,8
TAG,Maniac,K4s,2.10323690497897,8
TAG,Maniac,K2s,2.201029054231654,8
TAG,Maniac,K6o,2.139052501042851,8
TAG,Maniac,J9s,2.1762176702917477,8
TAG,Maniac,K3s,2.093997519327708,8
TAG,Maniac,A3o,2.032020966138905,8
TAG,Maniac,Q6s,1.9651651868196602,8
TAG,Maniac,QJo,2.032020966138905,8
TAG,Maniac,33,2.296122057114306,8
TAG,Maniac,Q3s,1.961220280586537,8
TAG,Maniac,J7s,2.029944699700419,8
TAG,Maniac,Q6o,1.9282076442146119,8
TAG,Maniac,Q7s,2.1499528998449016,8
TAG,Maniac,J5s,2.2334188106720334,8
TAG,Maniac,J6s,1.9618431605180828,8
TAG,Maniac,T9o,1.9013199938362202,8
TAG,Maniac,Q7o,2.016552781172185,8
TAG,Maniac,A2o,2.4785220637352894,8
TAG,Maniac,K5o,2.2983021368747165,8
TAG,Maniac,K3o,2.299859336703581,8
TAG,Maniac,Q8o,1.8264705887288049,8
TAG,Maniac,T7s,2.140194447584018,8
TAG,Maniac,J8o,1.8390320006816443,8
TAG,Maniac,97s,2.0364849389816495,8
TAG,Maniac,T8s,1.9570677477095653,8
TAG,Maniac,Q4s,2.0702242686070447,8
TAG,Maniac,J4s,1.969421533018556,8
TAG,Maniac,J3s,1.8564726387649255,8
TAG,Maniac,96s,2.025169286891902,8
TAG,Maniac,J7o,1.9047458334597218,8
TAG,Maniac,Q5o,2.091194559635752,8
TAG,Maniac,J4o,1.7222420135168146,8
TAG,Maniac,98s,2.0229892071314914,8
TAG,Maniac,T9s,2.1317855685081506,8
TAG,Maniac,K2o,2.239647609987491,8
TAG,Maniac,Q4o,1.824394322290319,8
TAG,Maniac,22,2.135834288063198,8
TAG,Maniac,98o,1.9000742339731285,8
TAG,Maniac,Q2s,2.059635309770767,8
TAG,Maniac,T8o,1.824394322290319,8
TAG,Maniac,Q3o,2.032020966138905,8
TAG,Maniac,J6o,1.9282076442146119,8
TAG,Maniac,J5o,2.0921288795330706,8
TAG,Maniac,J2s,1.9577944409630357,8
TAG,Maniac,T4s,2.071677655113985,8
TAG,Maniac,T3s,1.9581058809288083,8
TAG,Maniac,97o,1.897375087603097,8
TAG,Maniac,87s,2.036692565625498,8
TAG,Maniac,96o,2.0080400887743934,8
TAG,Maniac,T4o,1.824394322290319,8
TAG,Maniac,T5s,2.218677318958784,8
TAG,Maniac,T6s,1.9605974006549913,8
TAG,Maniac,85s,2.2624865408108352,8
TAG,Maniac,J3o,1.9298686573654007,8
TAG,Maniac,76s,2.2168086791641466,8
TAG,Maniac,95s,2.294253417319669,8
TAG,Maniac,T7o,2.02247014052187,8
TAG,Maniac,T2s,2.054444643674552,8
TAG,Maniac,T5o,2.088080159978023,8
TAG,Maniac,93s,2.033578165967769,8
TAG,Maniac,95o,2.166666844674713,8
TAG,Maniac,75s,2.2991326434501107,8
TAG,Maniac,Q2o,2.032020966138905,8
TAG,Maniac,87o,1.9087945530147692,8
TAG,Maniac,86s,1.9508389483941078,8
TAG,Maniac,94s,2.1469423135090975,8
TAG,Maniac,85o,2.0835123738133543,8
TAG,Maniac,92s,2.133654208302788,8
TAG,Maniac,T3o,2.032020966138905,8
TAG,Maniac,86o,1.9282076442146119,8
TAG,Maniac,T6o,2.032020966138905,8
TAG,Maniac,93o,2.032020966138905,8
TAG,Maniac,J2o,2.0339934192554665,8
TAG,Maniac,65s,2.214524786081812,8
TAG,Maniac,76o,2.107804691143639,8
TAG,Maniac,74s,2.151925352961463,8
TAG,Maniac,73s,2.041675605077864,8
TAG,Maniac,83s,1.8873051953764404,8
TAG,Maniac,84o,1.720581000366026,8
TAG,Maniac,T2o,2.032020966138905,8
TAG,Maniac,84s,1.9651651868196602,8
TAG,Maniac,54s,2.2739060062225076,8
TAG,Maniac,53s,2.1476690067625674,8
TAG,Maniac,75o,2.1643829515923785,8
TAG,Maniac,64s,2.1229614361445854,8
TAG,Maniac,92o,2.2172239324518435,8
TAG,Maniac,82s,2.0108430484663495,8
TAG,Maniac,74o,1.9082754864051477,8
TAG,Maniac,64o,1.8804535161294373,8
TAG,Maniac,43s,1.9651651868196602,8
TAG,Maniac,82o,2.032020966138905,8
TAG,Maniac,94o,1.9050572734254947,8
TAG,Maniac,65o,2.0901564264165087,8
TAG,Maniac,73o,2.1155906902879607,8
TAG,Maniac,72s,2.138637247755154,8
TAG,Maniac,63s,1.9896651307937934,8
TAG,Maniac,53o,2.3517659976657272,8
TAG,Maniac,32s,2.1360419147070466,8
TAG,Maniac,83o,1.928207644214612,8
TAG,Maniac,62s,2.257295874714621,8
