player,n_events,raw_rate,shrunk_rate
+TwXDoiAVUpQV7niLl1w6w,1,0.0,0.7289287399459865
+TxEC/BZ/q1inUzt29xNeg,1,0.0,0.7289287399459865
+TzLIYdJ/sX6wVr4WqwyZA,1,1.0,0.7611868044621156
+U45v9lp3oYNVuL+tqdqQQ,5,1.0,0.7884797410950166
+UA+nnaf/daQrttKT6JiYA,2,1.0,0.7686497168226745
+UABkM1ibfIZpSVBVbBZXg,4,1.0,0.7822585570095759
+UaWQMS/g2pIVD2zH+Dy8Q,1,1.0,0.7611868044621156
+UfQ/qgCB53s5yHluy/ttQ,1,1.0,0.7611868044621156
+UnO3Ad3qUOWv4UZdwtIHw,8,0.75,0.7525471299559364
+UwsjVQ6xvIY1nQilrvSzg,9,0.8888888888888888,0.7845331009827072
+VHztVuNnWMXi3H9EHYqGQ,1,1.0,0.7611868044621156
+VL0xX5KzL96+2pdDCOxSg,5,0.8,0.759908312523588
+Vc+CjGb2qoviGUiHGb7dQ,3,1.0,0.7756603314644116
+VcqWRPSBdhp8CkSfxvzew,4,0.75,0.7528467923036937
+VirqPi1r+baPoAHNq7Q9A,9,0.7777777777777778,0.7588920753416816
+Vji3BvI3sbPI0VzpjFjvg,1,1.0,0.7611868044621156
+VjlkS6NgoRkVn+zfjzliw,2,0.5,0.7373997168226745
+VkF7bjUm3Q+xmi7822cUA,1,1.0,0.7611868044621156
+VpD+5mJL8Rn1SBr2Jvj1Q,1,1.0,0.7611868044621156
+Vw0/wU4iu14m8GXU/nALA,1,1.0,0.7611868044621156
+VxxdyckfXuGPap7xWQaFw,1,0.0,0.7289287399459865
+VzHgW7eMbD+/0PoGc2/6Q,1,0.0,0.7289287399459865
+W39J1Mn76AbYDcDbW3FIQ,2,1.0,0.7686497168226745
+W4RtehXhqkVW19ve46uMA,1,1.0,0.7611868044621156
+W6PWBOX42hvbMAqbhrnvw,1,1.0,0.7611868044621156
+W8cU3ytv99HrIewl9JjIA,2,1.0,0.7686497168226745
+WMSdaO8igcIWb5DIIxGQw,1,1.0,0.7611868044621156
+WMpj67YqG8ilNkg2JwXpw,7,0.7142857142857143,0.7458592145493401
+WmH+GppiBcDeT+AWIFXJQ,1,1.0,0.7611868044621156
+WoxDTo4meUsOAswM3QT2Q,2,1.0,0.7686497168226745
+WxrfAns7sk+aYacqCknPw,2,1.0,0.7686497168226745
+XCX115J8w5BCWBxTrec/w,1,1.0,0.7611868044621156
+XEC38x+pqGDRFJnhvHlAQ,9,1.0,0.8101741266237329
+XXulf79Qo9TJejriXO/4A,1,0.0,0.7289287399459865
+XYo6WP7nr3m/6qdFZtsZg,3,0.3333333333333333,0.715054270858351
+XZiHNFNORIpxteRkHcuvg,2,0.5,0.7373997168226745
+XiAiaPsfSNJJgQX0IsUNQ,1,1.0,0.7611868044621156
+Xmg6R3ujfhsxZ4EeMtbYA,1,0.0,0.7289287399459865
